agent_id,month,year,calls_handled,avg_handle_time,first_call_resolution_rate,customer_satisfaction_score,schedule_adherence,after_call_work_time,transfer_rate,escalation_rate
AGT0001,1,2024,209,301.0853582100872,0.699149541222402,3.800625672345988,0.9273225147229063,122.82372803367828,0.052772427182572024,0.10441924663076092
AGT0001,2,2024,208,338.74216979889496,0.6930991925824302,3.665561737921591,0.8560733900079724,89.09080580116984,0.1914030588545182,0.10613382930604207
AGT0001,3,2024,278,575.92332397868,0.9261091411607778,4.993898834823339,0.9016440890606632,154.39322611202184,0.10744424184103017,0.13436781229826467
AGT0001,4,2024,390,483.6144963026229,0.6896670300537742,3.441302119243497,0.7386750820792691,113.17571220139777,0.2218223515293833,0.08500757369484128
AGT0001,5,2024,467,519.9020308583895,0.6141011310070897,4.024429415354103,0.8905342495068247,112.69468632294316,0.23633959473623378,0.10064826277608374
AGT0001,6,2024,350,295.96625068786045,0.9102008757595011,3.3027423425265496,0.7425281282542564,78.18619900589931,0.1157116299771597,0.027080586157688886
AGT0001,7,2024,329,442.50440349905995,0.8212067229478527,4.452222518689274,0.8027491939620162,134.5664788590641,0.0794454148821034,0.046855532108831505
AGT0001,8,2024,391,325.58248873221675,0.6023851442650449,4.0468143701349435,0.958023749734077,169.92937163173622,0.21241552220173582,0.12727747826375205
AGT0001,9,2024,214,492.1546083536561,0.896143473685581,3.365626777078452,0.9677617268237411,128.00455188886207,0.1253352880858925,0.06410128595259873
AGT0001,10,2024,343,351.0042207447986,0.6869889373245991,3.6338852435345625,0.9264713705776715,118.94977169981293,0.22509773007917933,0.05932062126999106
AGT0001,11,2024,206,490.80528468367555,0.6513432899053135,4.380645693801458,0.9646067380825593,136.5239271682099,0.1865080957534314,0.06311019038401841
AGT0001,12,2024,373,466.048962397348,0.6419835296058394,3.6241280893040413,0.9246708885550171,186.37593118191728,0.2222836092191035,0.037849004253024135
AGT0002,1,2024,289,474.96344757889887,0.6824679979170769,4.887148288070354,0.9439504556716227,102.9538389181077,0.10788817899364166,0.12181800910536825
AGT0002,2,2024,308,552.9457481598357,0.8372031344204621,3.504629472270306,0.9444520811642569,146.16946140085352,0.083771692674079,0.02697252289770801
AGT0002,3,2024,482,503.91441179501504,0.8226165698186942,3.803586270218849,0.861791832023202,149.35109813309316,0.11157482505487348,0.08203601032433497
AGT0002,4,2024,247,503.3359244705449,0.6368904820887618,4.677707723808138,0.8878836345492147,145.18405513555214,0.18940483320085993,0.06718776925250332
AGT0002,5,2024,472,371.90448081340554,0.8142029854858093,3.6126019937750753,0.7913101987035205,107.28673633176024,0.06418319189759586,0.06547348803498695
AGT0002,6,2024,249,311.45717318855094,0.687077126058712,4.884116438977191,0.7835162871855543,143.79856215495374,0.2051010593437999,0.0711058337669203
AGT0002,7,2024,455,452.38950969863,0.9415225864921264,3.7382723876184087,0.8000138535180525,112.07486970253997,0.11881832356988842,0.0876706988496316
AGT0002,8,2024,391,336.2262004188608,0.9439588393186351,3.4999457817376594,0.7205419388886887,120.73222018599486,0.18262924979504175,0.09739762812039346
AGT0002,9,2024,292,207.2796742321735,0.8861681824065701,4.790113207999666,0.9389078913751929,93.88825098739028,0.18470931562627818,0.037857026975927646
AGT0002,10,2024,329,470.23268148841413,0.8612270095096345,3.623143479164458,0.9367829862376559,136.2626977440112,0.1019206567416957,0.02021368842461846
AGT0002,11,2024,304,370.3060739542976,0.9017266499018088,3.210810571912334,0.8550705633774431,199.4443195726046,0.1525958699641815,0.056581087682381195
AGT0002,12,2024,361,464.9419473509197,0.9250827862407598,3.861071641826074,0.7333593881588935,111.34823399099103,0.1524785641464213,0.06534814796962192
AGT0003,1,2024,370,536.5926618305102,0.6820748171859328,4.498758033448312,0.9569954472661948,150.04405876602416,0.07160579149831586,0.05024276299028074
AGT0003,2,2024,255,379.6507118346814,0.7582708676862385,4.478182843985906,0.8922239040521107,126.2817140007845,0.21301442013516136,0.13406877645841195
AGT0003,3,2024,345,428.75710700895337,0.946094189456282,3.9664641517508703,0.9763308647087232,165.1264284848977,0.20091387224114732,0.05231863499972983
AGT0003,4,2024,392,425.9772133727551,0.9020228377288462,3.534150014912665,0.8497050584611466,147.48153969354934,0.22175228596774083,0.062364574540052745
AGT0003,5,2024,497,516.470274533311,0.7180657130960179,4.655047387907635,0.7001674228737427,103.41237487898094,0.11156383000522384,0.05135147786000906
AGT0003,6,2024,223,316.08382644635185,0.749854310560542,3.1228502585196654,0.762698884583045,124.79230101152234,0.12265455927977992,0.07702417503198712
AGT0003,7,2024,411,511.26291196871995,0.7879644601596909,4.679995521208687,0.7950103939835991,143.83313723996582,0.19177982255466325,0.14919191679916236
AGT0003,8,2024,493,357.9417105994121,0.874106500823294,3.2449957239319787,0.8777738645628855,105.22528827499004,0.07476920534116349,0.02916963288708435
AGT0003,9,2024,490,440.76586370081475,0.8582581453090599,3.2780044103981556,0.8232199010186195,81.27633401548222,0.14657025488202097,0.047597133416916876
AGT0003,10,2024,264,450.92264341443274,0.6050334325944535,4.605962602618208,0.9746222655160837,157.7665011986859,0.17118523908284947,0.0854820903209292
AGT0003,11,2024,361,311.1457446168789,0.7905943636291364,3.3197595267328825,0.893549065860077,71.9918668648887,0.0835133078609013,0.060340102673591176
AGT0003,12,2024,339,515.4975584221689,0.8259370247436828,3.3115465211603405,0.8531726967723617,144.32395936775129,0.06748930035997709,0.0690572129835646
AGT0004,1,2024,244,382.0695230634264,0.9393655786165183,4.469417140530052,0.8958870292465879,95.27186468048971,0.22058527677091627,0.035057000690783255
AGT0004,2,2024,268,490.3468918107917,0.6380388887811422,4.962515154782554,0.8068526197505578,103.51920435193675,0.20504690777981122,0.06453684076544713
AGT0004,3,2024,278,593.4540208717003,0.757598869341034,4.062218992675055,0.9088009465373404,161.51941473516052,0.21518818382238364,0.11055298227872601
AGT0004,4,2024,242,429.747577293517,0.7097960936650046,4.2712906439052265,0.7996681765717794,104.15108860011063,0.07970135632873616,0.0975407198037607
AGT0004,5,2024,427,292.9976706920463,0.7490991318139498,4.935485649667431,0.884174307316328,129.47560349842365,0.16287907606779795,0.14128436131866956
AGT0004,6,2024,407,351.4805597212652,0.8883991781579923,3.4081753223115205,0.8313314093050831,162.1482698765436,0.21018774430828607,0.0434206242052405
AGT0004,7,2024,491,191.96283440348805,0.6697709213149141,3.824732974549362,0.7202375453204894,135.40647075057822,0.16515717255488233,0.13097509136234456
AGT0004,8,2024,224,310.4210797807515,0.735382534718158,3.161161624573027,0.7412057103065847,137.74047725275202,0.10959544709916876,0.03166873507282043
AGT0004,9,2024,428,418.1372596107402,0.6859427190805718,4.624652360494123,0.7959949101455261,152.46713734579103,0.07229753756775639,0.09415323388247342
AGT0004,10,2024,293,516.2725826519267,0.7913370427140591,4.768957455193519,0.8551181115408766,95.78580051061991,0.15691184383126172,0.04540954004789199
AGT0004,11,2024,411,425.37578780512825,0.7302287892370135,4.519647316856776,0.794870575078386,137.87106750526544,0.24041248932780057,0.11593060996984404
AGT0004,12,2024,246,425.9671762566985,0.6794424888150323,4.487810374604304,0.9573782486950431,69.90396999978807,0.1347540239861847,0.06447723801454634
AGT0005,1,2024,291,560.8456656442823,0.6666179412832666,4.834441183649726,0.8549963891454602,132.54295816311705,0.10984640086021212,0.0760115757996952
AGT0005,2,2024,383,370.0059493298066,0.8969651210421925,3.7265107033516207,0.9223018373665184,62.759935886300774,0.2381984645148874,0.10101734849884092
AGT0005,3,2024,388,414.1817436034444,0.6070081304062657,3.125013883020822,0.8084906098700918,168.67774506698726,0.16668430380368704,0.08034651336377648
AGT0005,4,2024,333,336.453330418983,0.862279302825735,4.091391937626051,0.7571380287930481,134.6371633522256,0.10838223469956146,0.11731913211563821
AGT0005,5,2024,411,361.5841520056232,0.9142843256647566,4.05009868049077,0.8980380953335868,42.34750103387401,0.100434575499106,0.07807444093134328
AGT0005,6,2024,481,174.89866434143653,0.6188236874620823,3.0441716906023597,0.8002291344691741,132.7101959624869,0.11673217812673853,0.07040037012907088
AGT0005,7,2024,329,497.3934099211351,0.8100879935348541,4.46250117869475,0.9155290543999843,98.38121827227697,0.24508207353694905,0.0945632264034723
AGT0005,8,2024,361,452.6327833942649,0.7740388603068072,3.3568321931269915,0.7302834040805398,142.00358649423254,0.21842137249670235,0.09983731290437735
AGT0005,9,2024,250,474.2347278364724,0.8043717512413974,3.4139872024901163,0.9383936094096127,79.61591892132172,0.06685287323117023,0.06629210107163482
AGT0005,10,2024,268,422.000669812552,0.6579249211322794,4.413208257988435,0.8498973750572638,81.6290779134064,0.1770646693416642,0.04554330570430745
AGT0005,11,2024,216,616.7062436142176,0.8927858117663161,4.408670631914361,0.9600071268285787,123.6452189052223,0.19774870192318605,0.05981482531059991
AGT0005,12,2024,213,355.2185244871553,0.6324501837835944,4.064445749712387,0.9300596395381074,138.16375250461607,0.07027596849397272,0.1229458720934448
AGT0006,1,2024,422,698.4969953586653,0.8102041189454976,3.332510660699401,0.8063264733500616,157.57847158858672,0.17343884542339333,0.146076452402392
AGT0006,2,2024,396,366.5686925959428,0.7149349248658119,3.974424013843828,0.7069341657213223,137.503289354942,0.09976380540398638,0.07302564910594642
AGT0006,3,2024,449,474.2882013150275,0.6691445669874674,4.610348794720753,0.7520175473156382,57.53703890433038,0.0669932579778933,0.07671198342643046
AGT0006,4,2024,213,492.89203981809885,0.8817908979606621,3.2736903331727136,0.7195214392334442,138.32693021702391,0.2286809458175974,0.07041845504424227
AGT0006,5,2024,328,526.5449238432276,0.9018713676644052,3.6319942822504547,0.9386194695364687,135.33759835618724,0.05818678887486908,0.026455993889763454
AGT0006,6,2024,250,439.3880484430668,0.6298910605569525,4.944922780055805,0.8450429207853074,171.13953017784405,0.17283724886380228,0.05075927175197595
AGT0006,7,2024,488,373.95818001886266,0.6371561237416135,4.674945039237549,0.7671495866178453,116.19791892642282,0.08899165429972611,0.08563848866251811
